"X.2","X.1","sample","scientific","maxn","family","genus","species","campaignid","dataset","planned.or.exploratory","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","id","unique.name","full.name","X","cluster","cluster.new","number","n","coords.x1","coords.x2","class","depth.1","slope","aspect","roughness","tpi","flowdir","detrended.bathy","detr.slope","detr.flowdir","detr.tri","detr.tpi","detr.aspect","SSTmean_SSTARRS","SSTsterr_SSTARRS","SSTtrend_SSTARRS","optional"
126,126,"IO122","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.11618897,114.8263721,20201015,"12:35:00",NA,NA,NA,57.4,"Brooke Gibbons","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO122","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",387,"4946","C.IO.59","122","1",114.8263721,-34.11618897,"MBH",-48,0.001689221,4.441396236,1,-0.25,4,36.92308807,0.001342416,2,0.420042962,-0.25,1.73432672,20.03408813,0.018714249,0.167060018,TRUE
127,127,"IO123","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.10618897,114.8188721,20201015,"12:42:00",NA,NA,NA,49.1,"Hayley","Yes","Yes","2020-10_south-west_stereo-BRUVs.IO123","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",389,"4946","C.IO.59","123","1",114.8188721,-34.10618897,"MBH",-49,0.001084922,4.712388992,1,-0.5,16,37.70526123,0.001881373,1,0.670042932,-0.5,1.446291327,20.0940876,0.018714249,0.177060023,TRUE
128,128,"IO125","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.10868897,114.8263721,20201015,"12:38:00",NA,NA,NA,55.8,"Hayley","Yes","Yes","2020-10_south-west_stereo-BRUVs.IO125","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",391,"4946","C.IO.59","125","1",114.8263721,-34.10868897,"MBH",-48,0.002350823,5.107274532,1,-0.5,64,36.72933197,0.001380739,64,0.516146302,-0.5,0.602009237,20.03408813,0.018714249,0.167060018,TRUE
129,129,"IO126","Aplodactylidae Aplodactylus westralis",1,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.11368897,114.8188721,20201015,"12:31:00",NA,NA,NA,58.2,"Brooke Gibbons","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO126","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",390,"4946","C.IO.59","126","1",114.8188721,-34.11368897,"MBH",-49,0.002824987,4.017548561,2,-0.25,8,37.89901733,0.001758523,2,0.467707366,-0.25,2.680789709,20.0940876,0.018714249,0.177060023,TRUE
137,137,"IO15","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.06118897,114.8663721,20201016,"7:59:00",NA,NA,NA,40.8,"Brooke Gibbons","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO15","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",155,"1366","C.IO.35","15","1",114.8663721,-34.06118897,"MBH",-41,0.002117968,4.017243862,1,-0.625,16,31.61946106,0.001735794,4,0.625,-0.625,2.274332762,19.89408684,0.018714249,0.157060027,TRUE
139,139,"IO153","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.04618897,114.8888721,20201016,"7:36:00",NA,NA,NA,42.6,"Brooke Gibbons","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO153","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",429,"6252","C.IO.65","153","1",114.8888721,-34.04618897,"MBH",-43,0.002349345,1.175648451,1,-0.5,128,23.11040306,0.005242898,1,1.026275158,-0.5,1.352000237,19.82408714,0.018714249,0.167060018,TRUE
140,140,"IO155","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.04368897,114.8838721,20201016,"7:42:00",NA,NA,NA,41.9,"Hayley","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO155","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",428,"6252","C.IO.65","155","1",114.8838721,-34.04368897,"MBH",-42,6.94e-18,4.712388992,0,0,128,25.40616226,0.002958787,1,0.526275158,1.52e-12,1.491750836,19.82408714,0.018714249,0.167060018,TRUE
142,142,"IO164","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.03368897,114.9038721,20201016,"7:14:00",NA,NA,NA,44.1,"Hayley","Yes","check calibration","2020-10_south-west_stereo-BRUVs.IO164","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",409,"5691","C.IO.62","164","1",114.9038721,-34.03368897,"MBH",-44,0.001687695,1.8420403,1,-0.25,64,17.70644569,0.004580385,1,0.776275158,-0.25,1.618528247,19.75408745,0.018714249,0.167060018,TRUE
143,143,"IO165","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.04368897,114.8988721,20201016,"7:23:00",NA,NA,NA,42.6,"Hayley","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO165","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",408,"5691","C.IO.62","165","1",114.8988721,-34.04368897,"MBH",-43,0.001687879,1.29958272,1,0.25,1,20.32513046,0.004626817,1,0.776275158,0.25,1.422021866,19.75408745,0.018714249,0.197060019,TRUE
145,145,"IO184","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.04118897,114.9038721,20201016,"7:19:00",NA,NA,NA,45.9,"Hayley","Yes","Yes","2020-10_south-west_stereo-BRUVs.IO184","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",411,"5691","C.IO.62","184","1",114.9038721,-34.04118897,"MBH",-44,0,1.570796371,0,0,64,17.9002018,0.0029587,1,0.526275158,-6.75e-14,1.491748571,19.75408745,0.018714249,0.197060019,TRUE
149,149,"IO195","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.09368897,114.8588721,20201016,"9:57:00",NA,NA,NA,43.4,"Brooke Gibbons","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO195","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",418,"6","C.IO.6","195","1",114.8588721,-34.09368897,"Legacy",-42,3.47e-18,1.570796371,0,0,16,33.4995842,0.002960522,1,0.526275158,-7.11e-15,1.491797328,19.90408707,0.018714249,0.187060013,TRUE
150,150,"IO199","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.08618897,114.8613721,20201016,"9:51:00",NA,NA,NA,42.1,"Claude","Yes","Yes","2020-10_south-west_stereo-BRUVs.IO199","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",414,"6","C.IO.6","199","1",114.8613721,-34.08618897,"Legacy",-42,0,1.570796371,0,0,128,32.62565994,0.002960262,1,0.526275158,0,1.491790295,19.90408707,0.018714249,0.187060013,TRUE
151,151,"IO201","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.05618897,114.8338721,20201015,"14:46:00",NA,NA,NA,45.3,"Hayley","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO201","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",394,"5","C.IO.5","201","1",114.8338721,-34.05618897,"Legacy",-44,0.00216856,4.712388992,1,0.375,16,37.33252335,0.000815607,1,0.391146332,0.375,1.280270219,20.01408768,0.018714249,0.187060013,TRUE
152,152,"IO204","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.06618897,114.7863721,20201015,"10:35:00",NA,NA,NA,61.5,"Hayley","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO204","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",451,"7","C.IO.7","204","1",114.7863721,-34.06618897,"Legacy",-60,0.005064847,4.983533859,3,0.125,16,34.51412964,0.002500333,16,0.56720674,0.125,5.401679993,20.12408829,0.018714249,0.177060023,TRUE
153,153,"IO207","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.06118897,114.7863721,20201015,"10:23:00",NA,NA,NA,60.4,"Hayley","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO207","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",452,"7","C.IO.7","207","1",114.7863721,-34.06118897,"Legacy",-60,0.004167453,3.849810123,3,-0.5,4,34.38496017,0.002941399,4,0.797664404,-0.5,3.06014657,20.12408829,0.018714249,0.177060023,TRUE
154,154,"IO210","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.09118897,114.8738721,20201016,"10:09:00",NA,NA,NA,43.5,"Hayley","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO210","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",417,"6","C.IO.6","210","1",114.8738721,-34.09118897,"Legacy",-42,0.001460957,3.52193594,1,-0.5,8,29.35396957,0.002657715,1,0.670042932,-0.5,2.007010937,19.90408707,0.018714249,0.187060013,TRUE
155,155,"IO211","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.05618897,114.9063721,20201029,"10:42:00",NA,NA,NA,43.5,"Rachel","Yes","Yes","2020-10_south-west_stereo-BRUVs.IO211","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",277,"3","C.IO.3","211","1",114.9063721,-34.05618897,"Legacy",-43,0.004030135,1.227491498,2,1,1,18.60754204,0.006929783,1,1.372378588,1,1.339265108,19.75408745,0.018714249,0.197060019,TRUE
156,156,"IO215","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.06868897,114.9263721,20201016,"12:34:00",NA,NA,NA,46.7,"Hayley","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO215","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",215,"2","C.IO.2","215","1",114.9263721,-34.06868897,"Legacy",-46,0.002824102,5.40749073,3,-0.375,32,10.48909378,0.002186799,1,0.657292664,-0.375,0.365472794,19.72408676,0.018714249,0.277060032,TRUE
157,157,"IO216","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.06118897,114.9163721,20201029,"10:33:00",NA,NA,NA,47.5,"Rachel","Yes","Yes","2020-10_south-west_stereo-BRUVs.IO216","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",279,"3","C.IO.3","216","1",114.9163721,-34.06118897,"Legacy",-47,0.001688203,1.841956615,1,0.25,1,12.01602554,0.004581867,1,0.776275158,0.25,1.61851275,19.77408791,0.018714249,0.207060024,TRUE
158,158,"IO217","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.06618897,114.9188721,20201016,"12:43:00",NA,NA,NA,47.1,"Claude","Yes","Yes","2020-10_south-west_stereo-BRUVs.IO217","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",213,"2","C.IO.2","217","1",114.9188721,-34.06618897,"Legacy",-47,0.000904369,6.283185482,1,0.125,64,11.46502399,0.003162198,1,0.651275158,0.125,1.202660441,19.72408676,0.018714249,0.277060032,TRUE
159,159,"IO218","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.07368897,114.9213721,20201016,"12:28:00",NA,NA,NA,46.8,"Hayley","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO218","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",210,"2","C.IO.2","218","1",114.9213721,-34.07368897,"Legacy",-47,0.002169008,4.712388992,1,-0.375,32,10.97860813,0.000815762,64,0.391146332,-0.375,1.280326962,19.72408676,0.018714249,0.277060032,TRUE
160,160,"IO220","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.05618897,114.8438721,20201015,"14:39:00",NA,NA,NA,43.7,"Brooke Gibbons","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO220","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",392,"5","C.IO.5","220","1",114.8438721,-34.05618897,"Legacy",-43,0,1.570796371,0,0,8,35.61183929,0.00295922,1,0.526275158,-7.11e-14,1.491762519,19.94408798,0.018714249,0.187060013,TRUE
161,161,"IO222","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.06618897,114.8313721,20201015,"14:54:00",NA,NA,NA,45,"Hayley","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO222","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",353,"4","C.IO.4","222","1",114.8313721,-34.06618897,"Legacy",-45,0.002168816,4.712388992,1,0.375,16,37.27103806,0.000815696,1,0.391146332,0.375,1.280302644,20.01408768,0.018714249,0.147060022,TRUE
162,162,"IO223","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.07118897,114.8463721,20201015,"14:25:00",NA,NA,NA,42.9,"Hayley","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO223","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",349,"4","C.IO.4","223","1",114.8463721,-34.07118897,"Legacy",-43,0.001688388,4.441258907,1,-0.25,4,35.31917572,0.001341722,2,0.420042962,-0.25,1.734412193,19.96408844,0.018714249,0.157060027,TRUE
163,163,"IO224","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.06118897,114.8388721,20201015,"14:35:00",NA,NA,NA,43.6,"Hayley","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO224","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",348,"4","C.IO.4","224","1",114.8388721,-34.06118897,"Legacy",-44,0.002168688,4.712388992,1,-0.375,4,36.10135269,0.000815651,64,0.391146332,-0.375,1.280286431,20.01408768,0.018714249,0.147060022,TRUE
164,164,"IO225","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.07118897,114.8338721,20201015,"14:20:00",NA,NA,NA,44.9,"Hayley","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO225","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",350,"4","C.IO.4","225","1",114.8338721,-34.07118897,"Legacy",-45,0.001688388,4.441258907,1,-0.25,64,36.72003555,0.001341722,2,0.420042962,-0.25,1.734412193,20.01408768,0.018714249,0.147060022,TRUE
165,165,"IO226","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.06368897,114.8438721,20201015,"14:32:00",NA,NA,NA,42.8,"Brooke Gibbons","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO226","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",351,"4","C.IO.4","226","1",114.8438721,-34.06368897,"Legacy",-43,0,1.570796371,0,0,128,35.80559158,0.002959481,1,0.526275158,-5.68e-14,1.491769433,19.96408844,0.018714249,0.157060027,TRUE
169,169,"IO236","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.08118897,114.9238721,20201016,"12:22:00",NA,NA,NA,46.8,"Hayley","Yes","Yes","2020-10_south-west_stereo-BRUVs.IO236","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",117,"1","C.IO.1","236","1",114.9238721,-34.08118897,"Legacy",-45,0.002118263,5.407418251,1,0.375,16,12.49219227,0.002069193,1,0.577335596,0.375,0.694293201,19.76408768,0.018714249,0.22706002,TRUE
170,170,"IO237","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.08118897,114.9363721,20201016,"12:15:00",NA,NA,NA,43.2,"Hayley","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO237","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",115,"1","C.IO.1","237","1",114.9363721,-34.08118897,"Legacy",-39,0.004700318,4.317388058,3,0.875,16,15.09133339,0.002099099,16,0.938810706,0.875,3.863767624,19.76408768,0.018714249,0.22706002,TRUE
171,171,"IO239","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.09118897,114.9313721,20201016,"12:05:00",NA,NA,NA,45.9,"Hayley","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO239","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",119,"1","C.IO.1","239","1",114.9313721,-34.09118897,"Legacy",-44,0.00382337,4.830934525,3,-0.625,16,11.71001816,0.001088556,16,0.704957068,-0.625,5.393977642,19.76408768,0.018714249,0.22706002,TRUE
184,184,"IO264","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.01868897,114.8738721,20201019,"9:31:00",NA,NA,NA,42,"Brooke Gibbons","Yes","Yes","2020-10_south-west_stereo-BRUVs.IO264","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",221,"21","C.IO.19","264","1",114.8738721,-34.01868897,"Legacy",-41,0.000705782,0.875404596,1,0.125,128,28.48099709,0.00355731,1,0.651275158,0.125,1.376790524,19.87408829,0.018714249,0.187060013,TRUE
185,185,"IO266","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.02118897,114.7588721,20201015,"8:06:00",NA,NA,NA,67.3,"Hayley","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO266","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",253,"26","C.IO.23","266","1",114.7588721,-34.02118897,"Legacy",-72,0.014767204,4.303007126,11,0.125,16,28.83348465,0.012007982,16,2.518767834,0.125,4.223028183,20.22408676,0.018714249,0.217060015,TRUE
193,193,"IO291","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.08368897,114.7488721,20201022,"13:09:00",NA,NA,NA,109,"Rachel","Yes","Yes","2020-10_south-west_stereo-BRUVs.IO291","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",146,"13","C.IO.12","291","1",114.7488721,-34.08368897,"Legacy",-111,0.011862346,4.193946362,8,-1.875,16,-5.831195354,0.009269634,16,2.268767834,-1.875,4.057672024,20.23408699,0.018714249,0.187060013,TRUE
194,194,"IO293","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.08868897,114.7588721,20201022,"12:55:00",NA,NA,NA,111,"Claude","Yes","leave til last","2020-10_south-west_stereo-BRUVs.IO293","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",144,"13","C.IO.12","293","1",114.7588721,-34.08868897,"Legacy",-98,0.01193111,4.712388992,7,0.125,16,4.577288151,0.008983349,16,1.864871144,0.125,4.738399029,20.23408699,0.018714249,0.187060013,TRUE
195,195,"IO294","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.08368897,114.7538721,20201022,"13:04:00",NA,NA,NA,114,"Rachel","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO294","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",143,"13","C.IO.12","294","1",114.7538721,-34.08368897,"Legacy",-103,0.01745598,4.34130764,10,0,16,0.80846107,0.014646709,16,2.723724842,-4.44e-16,4.283085346,20.23408699,0.018714249,0.187060013,TRUE
196,196,"IO295","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.10368897,114.7538721,20201022,"12:25:00",NA,NA,NA,109,"Rachel","Yes","Yes but check cal, accepted errors","2020-10_south-west_stereo-BRUVs.IO295","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",138,"12","C.IO.11","295","1",114.7538721,-34.10368897,"Legacy",-110,0.01055114,4.496439934,6,-0.625,16,-5.674856663,0.007628948,16,1.364871144,-0.625,4.443426609,20.24408722,0.018714249,0.187060013,TRUE
197,197,"IO297","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.10618897,114.7488721,20201022,"12:21:00",NA,NA,NA,114,"Rachel","Yes","Yes","2020-10_south-west_stereo-BRUVs.IO297","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",141,"12","C.IO.11","297","1",114.7488721,-34.10618897,"Legacy",-114,0.008249033,4.547192097,4,0.25,16,-8.249927521,0.005305331,16,0.989871144,0.25,4.499119282,20.24408722,0.018714249,0.187060013,TRUE
